/var/spool/slurmd/job2113621/slurm_script: line 7: activate: No such file or directory
/scratch/network/wj9138/anaconda3/envs/mlfold/lib/python3.12/site-packages/torch/utils/data/dataloader.py:558: UserWarning: This DataLoader will create 4 worker processes in total. Our suggested max number of worker in current system is 1, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(_create_warning_msg(
/scratch/network/wj9138/anaconda3/envs/mlfold/lib/python3.12/site-packages/torch/utils/checkpoint.py:464: UserWarning: torch.utils.checkpoint: the use_reentrant parameter should be passed explicitly. In version 2.4 we will raise an exception if use_reentrant is not passed. use_reentrant=False is recommended, but if you need to preserve the current default behavior, you can pass use_reentrant=True. Refer to docs for more details on the differences between the two variants.
  warnings.warn(
/scratch/network/wj9138/anaconda3/envs/mlfold/lib/python3.12/site-packages/torch/utils/checkpoint.py:91: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
epoch: 204, step: 236, time: 1.6, train: 4.034, valid: 2.885, train_acc: 0.354, valid_acc: 0.540
epoch: 238, step: 292, time: 0.8, train: 3.221, valid: 2.707, train_acc: 0.493, valid_acc: 0.590
epoch: 239, step: 294, time: 5.8, train: 3.208, valid: 2.696, train_acc: 0.503, valid_acc: 0.588
epoch: 240, step: 296, time: 0.8, train: 3.177, valid: 2.694, train_acc: 0.507, valid_acc: 0.592
epoch: 241, step: 298, time: 6.0, train: 3.213, valid: 3.743, train_acc: 0.488, valid_acc: 0.372
epoch: 242, step: 300, time: 0.7, train: 3.241, valid: 3.545, train_acc: 0.500, valid_acc: 0.378
epoch: 243, step: 302, time: 5.7, train: 3.148, valid: 3.599, train_acc: 0.505, valid_acc: 0.367
epoch: 244, step: 304, time: 0.9, train: 3.148, valid: 3.489, train_acc: 0.497, valid_acc: 0.381
epoch: 245, step: 306, time: 5.7, train: 3.132, valid: 3.375, train_acc: 0.506, valid_acc: 0.396
epoch: 246, step: 308, time: 0.9, train: 3.063, valid: 3.314, train_acc: 0.510, valid_acc: 0.398
epoch: 247, step: 310, time: 5.7, train: 3.050, valid: 3.282, train_acc: 0.512, valid_acc: 0.423
epoch: 248, step: 312, time: 0.8, train: 3.010, valid: 3.098, train_acc: 0.517, valid_acc: 0.505
epoch: 249, step: 314, time: 5.9, train: 2.984, valid: 3.156, train_acc: 0.528, valid_acc: 0.467
epoch: 250, step: 316, time: 0.7, train: 2.996, valid: 3.122, train_acc: 0.521, valid_acc: 0.502
epoch: 251, step: 318, time: 5.7, train: 2.983, valid: 3.038, train_acc: 0.530, valid_acc: 0.534
epoch: 252, step: 320, time: 0.7, train: 2.942, valid: 3.014, train_acc: 0.534, valid_acc: 0.537
epoch: 253, step: 322, time: 6.2, train: 3.152, valid: 3.081, train_acc: 0.509, valid_acc: 0.515
epoch: 254, step: 324, time: 0.7, train: 3.172, valid: 3.059, train_acc: 0.507, valid_acc: 0.521
epoch: 255, step: 326, time: 5.8, train: 3.112, valid: 2.973, train_acc: 0.514, valid_acc: 0.541
epoch: 256, step: 328, time: 0.7, train: 3.098, valid: 3.097, train_acc: 0.502, valid_acc: 0.514
epoch: 257, step: 330, time: 5.9, train: 3.099, valid: 2.952, train_acc: 0.512, valid_acc: 0.527
epoch: 258, step: 332, time: 0.7, train: 3.101, valid: 3.046, train_acc: 0.500, valid_acc: 0.508
epoch: 259, step: 334, time: 6.0, train: 3.089, valid: 3.023, train_acc: 0.499, valid_acc: 0.520
epoch: 260, step: 336, time: 0.7, train: 3.057, valid: 3.018, train_acc: 0.519, valid_acc: 0.532
epoch: 261, step: 338, time: 6.0, train: 3.027, valid: 3.025, train_acc: 0.508, valid_acc: 0.521
epoch: 262, step: 340, time: 0.7, train: 3.057, valid: 3.005, train_acc: 0.514, valid_acc: 0.527
epoch: 263, step: 342, time: 6.0, train: 2.992, valid: 3.040, train_acc: 0.515, valid_acc: 0.518
epoch: 264, step: 344, time: 0.7, train: 2.925, valid: 2.999, train_acc: 0.529, valid_acc: 0.519
epoch: 265, step: 346, time: 6.2, train: 2.919, valid: 2.632, train_acc: 0.528, valid_acc: 0.632
epoch: 266, step: 348, time: 0.9, train: 2.885, valid: 2.732, train_acc: 0.541, valid_acc: 0.594
epoch: 267, step: 350, time: 6.3, train: 2.887, valid: 2.704, train_acc: 0.537, valid_acc: 0.622
epoch: 268, step: 352, time: 0.9, train: 2.849, valid: 2.831, train_acc: 0.541, valid_acc: 0.549
epoch: 269, step: 354, time: 6.3, train: 2.832, valid: 2.777, train_acc: 0.539, valid_acc: 0.607
epoch: 270, step: 356, time: 0.9, train: 2.821, valid: 2.806, train_acc: 0.553, valid_acc: 0.568
epoch: 271, step: 358, time: 6.7, train: 2.782, valid: 2.751, train_acc: 0.546, valid_acc: 0.624
epoch: 272, step: 360, time: 0.9, train: 2.814, valid: 2.907, train_acc: 0.553, valid_acc: 0.522
epoch: 273, step: 362, time: 6.4, train: 2.827, valid: 2.770, train_acc: 0.546, valid_acc: 0.592
epoch: 274, step: 364, time: 1.0, train: 2.777, valid: 2.793, train_acc: 0.563, valid_acc: 0.552
epoch: 275, step: 366, time: 6.1, train: 2.747, valid: 2.819, train_acc: 0.554, valid_acc: 0.536
epoch: 276, step: 368, time: 1.0, train: 2.709, valid: 2.765, train_acc: 0.572, valid_acc: 0.587
epoch: 277, step: 370, time: 6.0, train: 3.079, valid: 3.327, train_acc: 0.521, valid_acc: 0.452
epoch: 278, step: 372, time: 0.6, train: 3.056, valid: 3.154, train_acc: 0.527, valid_acc: 0.500
epoch: 279, step: 374, time: 5.7, train: 3.013, valid: 2.790, train_acc: 0.529, valid_acc: 0.565
epoch: 280, step: 376, time: 0.6, train: 3.047, valid: 3.183, train_acc: 0.520, valid_acc: 0.491
epoch: 281, step: 378, time: 6.0, train: 3.000, valid: 2.905, train_acc: 0.533, valid_acc: 0.569
epoch: 282, step: 380, time: 0.6, train: 3.104, valid: 2.909, train_acc: 0.496, valid_acc: 0.557
epoch: 283, step: 382, time: 5.9, train: 2.904, valid: 3.177, train_acc: 0.536, valid_acc: 0.480
epoch: 284, step: 384, time: 0.6, train: 2.908, valid: 2.992, train_acc: 0.545, valid_acc: 0.538
epoch: 285, step: 386, time: 5.8, train: 2.933, valid: 3.052, train_acc: 0.529, valid_acc: 0.519
epoch: 286, step: 388, time: 0.7, train: 2.893, valid: 3.570, train_acc: 0.532, valid_acc: 0.437
epoch: 287, step: 390, time: 5.5, train: 2.934, valid: 3.052, train_acc: 0.542, valid_acc: 0.527
epoch: 288, step: 392, time: 0.8, train: 2.978, valid: 3.041, train_acc: 0.532, valid_acc: 0.532
epoch: 289, step: 394, time: 6.6, train: 2.881, valid: 2.838, train_acc: 0.546, valid_acc: 0.562
epoch: 290, step: 396, time: 1.1, train: 2.870, valid: 2.697, train_acc: 0.557, valid_acc: 0.578
epoch: 291, step: 398, time: 6.7, train: 2.691, valid: 2.753, train_acc: 0.576, valid_acc: 0.562
epoch: 292, step: 400, time: 1.1, train: 2.596, valid: 2.957, train_acc: 0.581, valid_acc: 0.539
epoch: 293, step: 402, time: 6.7, train: 2.709, valid: 2.738, train_acc: 0.567, valid_acc: 0.566
epoch: 294, step: 404, time: 1.1, train: 2.749, valid: 2.770, train_acc: 0.578, valid_acc: 0.553
epoch: 295, step: 406, time: 6.6, train: 2.648, valid: 2.829, train_acc: 0.583, valid_acc: 0.546
epoch: 296, step: 408, time: 1.1, train: 2.599, valid: 2.702, train_acc: 0.589, valid_acc: 0.575
epoch: 297, step: 410, time: 6.5, train: 2.606, valid: 2.690, train_acc: 0.593, valid_acc: 0.560
epoch: 298, step: 412, time: 1.1, train: 2.541, valid: 2.728, train_acc: 0.594, valid_acc: 0.554
epoch: 299, step: 414, time: 6.4, train: 2.517, valid: 2.712, train_acc: 0.602, valid_acc: 0.579
epoch: 300, step: 416, time: 1.1, train: 2.494, valid: 2.674, train_acc: 0.615, valid_acc: 0.579
epoch: 301, step: 418, time: 5.8, train: 3.019, valid: 2.520, train_acc: 0.530, valid_acc: 0.594
epoch: 302, step: 420, time: 0.8, train: 3.048, valid: 2.508, train_acc: 0.523, valid_acc: 0.603
epoch: 303, step: 422, time: 5.8, train: 2.972, valid: 2.774, train_acc: 0.534, valid_acc: 0.588
epoch: 304, step: 424, time: 0.8, train: 3.202, valid: 2.654, train_acc: 0.512, valid_acc: 0.597
epoch: 305, step: 426, time: 5.8, train: 2.888, valid: 2.611, train_acc: 0.548, valid_acc: 0.578
epoch: 306, step: 428, time: 0.7, train: 3.003, valid: 2.601, train_acc: 0.513, valid_acc: 0.592
epoch: 307, step: 430, time: 5.8, train: 2.873, valid: 2.712, train_acc: 0.550, valid_acc: 0.595
epoch: 308, step: 432, time: 0.8, train: 2.985, valid: 2.663, train_acc: 0.538, valid_acc: 0.588
epoch: 309, step: 434, time: 6.1, train: 2.926, valid: 2.597, train_acc: 0.546, valid_acc: 0.596
epoch: 310, step: 436, time: 0.7, train: 2.924, valid: 2.828, train_acc: 0.539, valid_acc: 0.567
epoch: 311, step: 438, time: 6.8, train: 3.090, valid: 2.615, train_acc: 0.521, valid_acc: 0.602
epoch: 312, step: 440, time: 0.8, train: 2.830, valid: 3.079, train_acc: 0.564, valid_acc: 0.556
epoch: 313, step: 441, time: 5.4, train: 3.601, valid: 3.435, train_acc: 0.487, valid_acc: 0.490
epoch: 314, step: 442, time: 0.6, train: 3.615, valid: 2.798, train_acc: 0.476, valid_acc: 0.548
epoch: 315, step: 443, time: 5.5, train: 3.033, valid: 3.135, train_acc: 0.510, valid_acc: 0.503
epoch: 316, step: 444, time: 0.6, train: 3.484, valid: 2.894, train_acc: 0.487, valid_acc: 0.529
epoch: 317, step: 445, time: 5.5, train: 3.245, valid: 2.811, train_acc: 0.496, valid_acc: 0.556
epoch: 318, step: 446, time: 0.6, train: 3.075, valid: 3.084, train_acc: 0.526, valid_acc: 0.523
epoch: 319, step: 447, time: 6.1, train: 3.251, valid: 2.902, train_acc: 0.508, valid_acc: 0.540
epoch: 320, step: 448, time: 0.6, train: 3.065, valid: 2.848, train_acc: 0.506, valid_acc: 0.537
epoch: 321, step: 449, time: 6.1, train: 3.026, valid: 2.952, train_acc: 0.507, valid_acc: 0.513
epoch: 322, step: 450, time: 0.6, train: 3.183, valid: 2.760, train_acc: 0.481, valid_acc: 0.552
epoch: 323, step: 451, time: 5.5, train: 2.976, valid: 2.871, train_acc: 0.519, valid_acc: 0.543
epoch: 324, step: 452, time: 0.6, train: 3.018, valid: 2.921, train_acc: 0.531, valid_acc: 0.535
epoch: 325, step: 453, time: 6.0, train: 3.125, valid: 2.761, train_acc: 0.501, valid_acc: 0.583
epoch: 326, step: 454, time: 0.8, train: 2.967, valid: 2.840, train_acc: 0.518, valid_acc: 0.571
epoch: 327, step: 455, time: 6.0, train: 3.020, valid: 2.825, train_acc: 0.515, valid_acc: 0.577
epoch: 328, step: 456, time: 0.8, train: 3.015, valid: 2.695, train_acc: 0.515, valid_acc: 0.618
epoch: 329, step: 457, time: 5.8, train: 2.885, valid: 2.828, train_acc: 0.536, valid_acc: 0.573
epoch: 330, step: 458, time: 0.7, train: 3.004, valid: 2.947, train_acc: 0.516, valid_acc: 0.539
epoch: 331, step: 459, time: 5.9, train: 2.964, valid: 2.937, train_acc: 0.525, valid_acc: 0.541
epoch: 332, step: 460, time: 0.8, train: 2.855, valid: 2.957, train_acc: 0.541, valid_acc: 0.539
epoch: 333, step: 461, time: 5.9, train: 2.905, valid: 2.943, train_acc: 0.533, valid_acc: 0.537
epoch: 334, step: 462, time: 0.8, train: 2.888, valid: 2.866, train_acc: 0.531, valid_acc: 0.569
epoch: 335, step: 463, time: 6.6, train: 2.787, valid: 3.014, train_acc: 0.560, valid_acc: 0.480
epoch: 336, step: 464, time: 0.8, train: 2.795, valid: 3.174, train_acc: 0.555, valid_acc: 0.461
epoch: 337, step: 466, time: 5.8, train: 2.847, valid: 2.745, train_acc: 0.549, valid_acc: 0.565
epoch: 338, step: 468, time: 0.8, train: 2.802, valid: 2.748, train_acc: 0.545, valid_acc: 0.571
epoch: 339, step: 470, time: 5.9, train: 2.816, valid: 2.753, train_acc: 0.559, valid_acc: 0.565
epoch: 340, step: 472, time: 0.8, train: 2.776, valid: 2.786, train_acc: 0.555, valid_acc: 0.560
epoch: 341, step: 474, time: 5.8, train: 2.769, valid: 2.737, train_acc: 0.557, valid_acc: 0.569
epoch: 342, step: 476, time: 1.1, train: 2.733, valid: 2.727, train_acc: 0.565, valid_acc: 0.561
epoch: 343, step: 478, time: 6.0, train: 2.740, valid: 2.746, train_acc: 0.557, valid_acc: 0.562
epoch: 344, step: 480, time: 0.8, train: 2.716, valid: 2.739, train_acc: 0.571, valid_acc: 0.566
epoch: 345, step: 482, time: 6.4, train: 2.670, valid: 2.732, train_acc: 0.577, valid_acc: 0.563
epoch: 346, step: 484, time: 0.8, train: 2.663, valid: 2.742, train_acc: 0.585, valid_acc: 0.562
epoch: 347, step: 486, time: 5.9, train: 2.659, valid: 2.787, train_acc: 0.578, valid_acc: 0.554
epoch: 348, step: 488, time: 0.8, train: 2.645, valid: 2.743, train_acc: 0.580, valid_acc: 0.565
epoch: 349, step: 490, time: 5.8, train: 2.870, valid: 2.752, train_acc: 0.543, valid_acc: 0.556
epoch: 350, step: 492, time: 0.7, train: 2.887, valid: 2.688, train_acc: 0.528, valid_acc: 0.570
epoch: 351, step: 494, time: 5.9, train: 2.868, valid: 2.664, train_acc: 0.554, valid_acc: 0.572
epoch: 352, step: 496, time: 0.7, train: 2.885, valid: 2.698, train_acc: 0.532, valid_acc: 0.560
epoch: 353, step: 498, time: 5.9, train: 2.819, valid: 2.734, train_acc: 0.553, valid_acc: 0.567
epoch: 354, step: 500, time: 0.7, train: 2.853, valid: 2.683, train_acc: 0.541, valid_acc: 0.572
epoch: 355, step: 502, time: 6.2, train: 2.825, valid: 2.698, train_acc: 0.550, valid_acc: 0.565
epoch: 356, step: 504, time: 0.7, train: 2.749, valid: 2.660, train_acc: 0.557, valid_acc: 0.575
epoch: 357, step: 506, time: 6.5, train: 2.706, valid: 2.663, train_acc: 0.569, valid_acc: 0.568
epoch: 358, step: 508, time: 0.7, train: 2.698, valid: 2.669, train_acc: 0.571, valid_acc: 0.576
epoch: 359, step: 510, time: 5.8, train: 2.656, valid: 2.676, train_acc: 0.590, valid_acc: 0.572
epoch: 360, step: 512, time: 0.7, train: 2.682, valid: 2.657, train_acc: 0.587, valid_acc: 0.577
epoch: 361, step: 514, time: 5.9, train: 2.905, valid: 2.766, train_acc: 0.529, valid_acc: 0.565
epoch: 362, step: 516, time: 0.7, train: 3.005, valid: 2.712, train_acc: 0.508, valid_acc: 0.599
epoch: 363, step: 518, time: 5.7, train: 2.848, valid: 2.708, train_acc: 0.539, valid_acc: 0.599
epoch: 364, step: 520, time: 0.7, train: 2.814, valid: 2.602, train_acc: 0.562, valid_acc: 0.604
epoch: 365, step: 522, time: 6.4, train: 2.834, valid: 2.545, train_acc: 0.535, valid_acc: 0.616
epoch: 366, step: 524, time: 0.7, train: 2.758, valid: 2.630, train_acc: 0.571, valid_acc: 0.619
epoch: 367, step: 526, time: 5.7, train: 2.745, valid: 2.560, train_acc: 0.566, valid_acc: 0.625
epoch: 368, step: 528, time: 0.7, train: 2.694, valid: 2.510, train_acc: 0.576, valid_acc: 0.628
epoch: 369, step: 530, time: 5.6, train: 2.679, valid: 2.645, train_acc: 0.586, valid_acc: 0.594
epoch: 370, step: 532, time: 0.7, train: 2.682, valid: 2.676, train_acc: 0.581, valid_acc: 0.610
epoch: 371, step: 534, time: 5.8, train: 2.699, valid: 2.593, train_acc: 0.583, valid_acc: 0.616
epoch: 372, step: 536, time: 0.7, train: 2.652, valid: 2.562, train_acc: 0.587, valid_acc: 0.621
epoch: 373, step: 538, time: 6.5, train: 3.001, valid: 2.617, train_acc: 0.523, valid_acc: 0.613
epoch: 374, step: 540, time: 1.1, train: 2.951, valid: 2.635, train_acc: 0.513, valid_acc: 0.609
epoch: 375, step: 542, time: 6.4, train: 2.931, valid: 3.002, train_acc: 0.509, valid_acc: 0.499
epoch: 376, step: 544, time: 1.1, train: 2.933, valid: 2.678, train_acc: 0.544, valid_acc: 0.599
epoch: 377, step: 546, time: 8.4, train: 2.908, valid: 2.906, train_acc: 0.520, valid_acc: 0.546
epoch: 378, step: 548, time: 1.1, train: 2.908, valid: 2.927, train_acc: 0.536, valid_acc: 0.547
epoch: 379, step: 550, time: 6.6, train: 2.943, valid: 3.120, train_acc: 0.513, valid_acc: 0.498
epoch: 380, step: 552, time: 1.1, train: 3.075, valid: 3.022, train_acc: 0.519, valid_acc: 0.530
epoch: 381, step: 554, time: 6.7, train: 2.989, valid: 3.083, train_acc: 0.513, valid_acc: 0.523
epoch: 382, step: 556, time: 1.1, train: 2.840, valid: 4.444, train_acc: 0.543, valid_acc: 0.395
epoch: 383, step: 558, time: 6.5, train: 2.969, valid: 2.796, train_acc: 0.530, valid_acc: 0.593
epoch: 384, step: 560, time: 1.1, train: 3.030, valid: 3.059, train_acc: 0.489, valid_acc: 0.504
epoch: 385, step: 561, time: 6.6, train: 3.006, valid: 2.775, train_acc: 0.520, valid_acc: 0.572
epoch: 386, step: 562, time: 0.9, train: 2.882, valid: 2.870, train_acc: 0.545, valid_acc: 0.552
epoch: 387, step: 563, time: 5.8, train: 3.005, valid: 2.845, train_acc: 0.513, valid_acc: 0.543
epoch: 388, step: 564, time: 0.9, train: 2.906, valid: 2.759, train_acc: 0.532, valid_acc: 0.563
epoch: 389, step: 565, time: 5.9, train: 2.812, valid: 2.850, train_acc: 0.553, valid_acc: 0.532
epoch: 390, step: 566, time: 0.9, train: 2.851, valid: 2.839, train_acc: 0.544, valid_acc: 0.542
epoch: 391, step: 567, time: 5.9, train: 2.865, valid: 2.768, train_acc: 0.536, valid_acc: 0.557
epoch: 392, step: 568, time: 0.9, train: 2.762, valid: 2.730, train_acc: 0.557, valid_acc: 0.574
epoch: 393, step: 569, time: 5.9, train: 2.757, valid: 2.792, train_acc: 0.561, valid_acc: 0.559
epoch: 394, step: 570, time: 0.8, train: 2.787, valid: 2.727, train_acc: 0.559, valid_acc: 0.568
epoch: 395, step: 571, time: 3.9, train: 2.714, valid: 2.698, train_acc: 0.572, valid_acc: 0.572
epoch: 396, step: 572, time: 0.8, train: 2.632, valid: 2.821, train_acc: 0.588, valid_acc: 0.547
epoch: 397, step: 574, time: 6.1, train: 2.727, valid: 3.044, train_acc: 0.565, valid_acc: 0.492
epoch: 398, step: 576, time: 0.8, train: 2.676, valid: 2.799, train_acc: 0.564, valid_acc: 0.544
epoch: 399, step: 578, time: 6.0, train: 2.656, valid: 2.716, train_acc: 0.581, valid_acc: 0.568
epoch: 400, step: 580, time: 0.8, train: 2.633, valid: 2.863, train_acc: 0.587, valid_acc: 0.514
epoch: 401, step: 582, time: 6.1, train: 2.571, valid: 2.875, train_acc: 0.600, valid_acc: 0.513
epoch: 402, step: 584, time: 0.8, train: 2.536, valid: 2.740, train_acc: 0.597, valid_acc: 0.558
epoch: 403, step: 586, time: 5.9, train: 2.496, valid: 2.696, train_acc: 0.620, valid_acc: 0.562
